D_          0 ,QI_          0 ,QF_          0 ,D_          1 ,QI_          1 ,QF_          1 ,D_          2 ,QI_          2 ,QF_          2 ,D_          3 ,QI_          3 ,QF_          3 ,D_          4 ,QI_          4 ,QF_          4 ,D_          5 ,QI_          5 ,QF_          5 ,D_          6 ,QI_          6 ,QF_          6 ,D_          7 ,QI_          7 ,QF_          7
be1b , 2 ,14 ,854d , 2 ,14 ,4844 , 1 ,15 ,b59c , 2 ,14 ,4e1c , 2 ,14 ,1c2e , 1 ,15 ,14e4 , 1 ,15 ,d5fa , 1 ,15 
06d4 , 1 ,15 ,9c0c , 1 ,15 ,9200 , 2 ,14 ,6b62 , 1 ,15 ,aa78 , 1 ,15 ,2700 , 1 ,15 ,efc0 , 1 ,15 ,8f88 , 1 ,15 
0c0c , 1 ,15 ,fa32 , 1 ,15 ,f724 , 1 ,15 ,ff52 , 1 ,15 ,a5ea , 2 ,14 ,6b42 , 1 ,15 ,ddd4 , 1 ,15 ,3672 , 1 ,15 
860b , 3 ,13 ,a2c4 , 3 ,13 ,5a06 , 2 ,14 ,fd82 , 1 ,15 ,4a66 , 2 ,14 ,4546 , 1 ,15 ,2b32 , 1 ,15 ,c59c , 1 ,15 
4351 , 2 ,14 ,df1c , 1 ,15 ,6967 , 2 ,14 ,bf90 , 1 ,15 ,e21a , 1 ,15 ,32b8 , 1 ,15 ,b963 , 3 ,13 ,7c31 , 2 ,14 
4fc6 , 2 ,14 ,124c , 1 ,15 ,0e48 , 1 ,15 ,1dd8 , 2 ,14 ,581a , 2 ,14 ,1cb6 , 1 ,15 ,fa50 , 1 ,15 ,b09d , 3 ,13 
749d , 2 ,14 ,cd88 , 1 ,15 ,6c49 , 2 ,14 ,4b5f , 3 ,13 ,8f2e , 1 ,15 ,ee2a , 1 ,15 ,4be9 , 2 ,14 ,be3c , 3 ,13 
ca9a , 1 ,15 ,2c3a , 1 ,15 ,1f56 , 1 ,15 ,e246 , 1 ,15 ,d490 , 1 ,15 ,db8a , 1 ,15 ,3670 , 1 ,15 ,11f6 , 1 ,15 
2b82 , 1 ,15 ,01e2 , 1 ,15 ,b021 , 2 ,14 ,402b , 2 ,14 ,424b , 2 ,14 ,69d0 , 1 ,15 ,a88e , 1 ,15 ,4772 , 2 ,14 
2d02 , 1 ,15 ,56f4 , 2 ,14 ,59c8 , 1 ,15 ,b177 , 2 ,14 ,abbf , 2 ,14 ,8312 , 2 ,14 ,63b2 , 1 ,15 ,f032 , 1 ,15 
207e , 1 ,15 ,d2f0 , 1 ,15 ,5dd4 , 2 ,14 ,00b2 , 1 ,15 ,eaec , 1 ,15 ,8f38 , 1 ,15 ,fc2c , 1 ,15 ,ba3e , 2 ,14 
c63e , 1 ,15 ,4292 , 2 ,14 ,38c4 , 1 ,15 ,da4e , 1 ,15 ,cbe6 , 1 ,15 ,a093 , 2 ,14 ,4cf2 , 1 ,15 ,3dc8 , 1 ,15 
8942 , 1 ,15 ,036a , 1 ,15 ,675f , 2 ,14 ,c170 , 1 ,15 ,b8ba , 2 ,14 ,6c74 , 1 ,15 ,46c0 , 1 ,15 ,50bd , 2 ,14 
a1d9 , 2 ,14 ,2408 , 1 ,15 ,6da2 , 1 ,15 ,4056 , 2 ,14 ,19bc , 1 ,15 ,4f70 , 1 ,15 ,a51e , 1 ,15 ,5b18 , 2 ,14 
cae0 , 1 ,15 ,ca02 , 1 ,15 ,4a34 , 1 ,15 ,a632 , 1 ,15 ,560e , 1 ,15 ,1288 , 1 ,15 ,1554 , 1 ,15 ,6680 , 1 ,15 
4252 , 1 ,15 ,df6a , 1 ,15 ,a210 , 1 ,15 ,065a , 1 ,15 ,3f48 , 1 ,15 ,250e , 1 ,15 ,7afe , 1 ,15 ,7306 , 1 ,15 
2444 , 1 ,15 ,f608 , 1 ,15 ,18ac , 1 ,15 ,7c38 , 1 ,15 ,bff5 , 3 ,13 ,6153 , 2 ,14 ,c564 , 1 ,15 ,c2fa , 1 ,15 
51f2 , 1 ,15 ,0ff8 , 1 ,15 ,5974 , 1 ,15 ,5bea , 1 ,15 ,4eec , 3 ,13 ,e686 , 1 ,15 ,a90c , 1 ,15 ,cb96 , 1 ,15 
1298 , 1 ,15 ,dfe4 , 1 ,15 ,4971 , 2 ,14 ,bbfe , 1 ,15 ,2fae , 1 ,15 ,af34 , 2 ,14 ,932e , 2 ,14 ,6b37 , 2 ,14 
4952 , 1 ,15 ,dfcc , 1 ,15 ,832a , 1 ,15 ,0898 , 1 ,15 ,2fbc , 1 ,15 ,108c , 1 ,15 ,223e , 1 ,15 ,3c60 , 1 ,15 
bffb , 2 ,14 ,8c2b , 2 ,14 ,14c8 , 1 ,15 ,0d8c , 1 ,15 ,7452 , 1 ,15 ,a0c8 , 2 ,14 ,3c28 , 1 ,15 ,4900 , 1 ,15 
e84a , 1 ,15 ,4831 , 2 ,14 ,b708 , 2 ,14 ,131c , 1 ,15 ,b2c2 , 1 ,15 ,6194 , 1 ,15 ,e9f8 , 1 ,15 ,7d66 , 2 ,14 
d1c8 , 1 ,15 ,bbb7 , 3 ,13 ,f9cc , 1 ,15 ,40d6 , 2 ,14 ,a6ba , 1 ,15 ,4881 , 3 ,13 ,62e0 , 1 ,15 ,76ec , 1 ,15 
4212 , 1 ,15 ,7ac4 , 1 ,15 ,1518 , 1 ,15 ,b779 , 2 ,14 ,e076 , 1 ,15 ,1fd8 , 1 ,15 ,b7c7 , 2 ,14 ,2194 , 1 ,15 
9764 , 1 ,15 ,c396 , 1 ,15 ,b448 , 1 ,15 ,1c8c , 1 ,15 ,b04d , 2 ,14 ,831c , 1 ,15 ,f184 , 1 ,15 ,7462 , 1 ,15 
be1f , 3 ,13 ,bbfa , 2 ,14 ,9b82 , 1 ,15 ,f3ac , 1 ,15 ,5576 , 1 ,15 ,ef1e , 1 ,15 ,1c2e , 1 ,15 ,2986 , 1 ,15 
c68c , 1 ,15 ,4fce , 2 ,14 ,5b2f , 2 ,14 ,16a2 , 1 ,15 ,d12a , 1 ,15 ,5180 , 2 ,14 ,bb63 , 2 ,14 ,be29 , 2 ,14 
92ec , 1 ,15 ,76de , 1 ,15 ,4516 , 3 ,13 ,56b9 , 2 ,14 ,f15a , 1 ,15 ,98f0 , 1 ,15 ,7bf8 , 1 ,15 ,9356 , 1 ,15 
546c , 2 ,14 ,3aa4 , 1 ,15 ,5076 , 2 ,14 ,a50c , 3 ,13 ,5480 , 2 ,14 ,e0e4 , 1 ,15 ,b402 , 1 ,15 ,9a1e , 1 ,15 
d290 , 1 ,15 ,62af , 2 ,14 ,07e8 , 1 ,15 ,d20a , 1 ,15 ,b3da , 1 ,15 ,f038 , 1 ,15 ,e5a0 , 1 ,15 ,7886 , 1 ,15 
b7fd , 2 ,14 ,288a , 1 ,15 ,bdfa , 1 ,15 ,449f , 2 ,14 ,ddf0 , 1 ,15 ,4063 , 2 ,14 ,b403 , 2 ,14 ,3c5e , 1 ,15 
a890 , 1 ,15 ,f238 , 1 ,15 ,ab64 , 1 ,15 ,4386 , 2 ,14 ,51cc , 1 ,15 ,5d8c , 1 ,15 ,e1ce , 1 ,15 ,8f3a , 1 ,15 
448e , 1 ,15 ,4050 , 1 ,15 ,7435 , 2 ,14 ,8efc , 1 ,15 ,30aa , 1 ,15 ,a8b9 , 2 ,14 ,a45c , 1 ,15 ,2c20 , 1 ,15 
d374 , 1 ,15 ,3b40 , 1 ,15 ,8805 , 2 ,14 ,b9a6 , 2 ,14 ,3b1e , 1 ,15 ,4206 , 1 ,15 ,4c56 , 1 ,15 ,8c78 , 1 ,15 
10e6 , 1 ,15 ,37d6 , 1 ,15 ,55a4 , 2 ,14 ,a15a , 2 ,14 ,359c , 1 ,15 ,ffce , 1 ,15 ,e730 , 1 ,15 ,41c8 , 1 ,15 
c6aa , 1 ,15 ,9cee , 1 ,15 ,a808 , 1 ,15 ,696c , 2 ,14 ,121a , 1 ,15 ,b225 , 2 ,14 ,549c , 1 ,15 ,7ffe , 1 ,15 
200a , 1 ,15 ,520a , 2 ,14 ,3f12 , 1 ,15 ,6764 , 1 ,15 ,a1d0 , 1 ,15 ,ab0d , 2 ,14 ,87e6 , 1 ,15 ,8ec6 , 1 ,15 
6286 , 1 ,15 ,c202 , 1 ,15 ,8e26 , 1 ,15 ,c90e , 1 ,15 ,0a74 , 1 ,15 ,4a32 , 2 ,14 ,ef98 , 1 ,15 ,877e , 1 ,15 
d5e6 , 1 ,15 ,9e3c , 1 ,15 ,ff06 , 1 ,15 ,7bd1 , 2 ,14 ,f70c , 1 ,15 ,b87c , 1 ,15 ,4144 , 1 ,15 ,eb82 , 1 ,15 
a9aa , 1 ,15 ,1e6e , 1 ,15 ,c078 , 1 ,15 ,dc66 , 1 ,15 ,431e , 3 ,13 ,f4be , 1 ,15 ,602c , 2 ,14 ,697c , 2 ,14 
d094 , 1 ,15 ,2908 , 1 ,15 ,9142 , 1 ,15 ,e8fc , 1 ,15 ,a3a0 , 2 ,14 ,597e , 1 ,15 ,4c42 , 1 ,15 ,424e , 2 ,14 
c596 , 1 ,15 ,42c6 , 2 ,14 ,bd1e , 1 ,15 ,03ea , 1 ,15 ,1fd2 , 1 ,15 ,753a , 1 ,15 ,c3ca , 1 ,15 ,f42e , 1 ,15 
151c , 1 ,15 ,5756 , 1 ,15 ,5148 , 1 ,15 ,388e , 1 ,15 ,f842 , 1 ,15 ,cbe0 , 1 ,15 ,cae8 , 1 ,15 ,689e , 1 ,15 
18a6 , 1 ,15 ,55b8 , 1 ,15 ,8e4b , 2 ,14 ,50d6 , 1 ,15 ,69d2 , 1 ,15 ,60c0 , 1 ,15 ,de2c , 1 ,15 ,53e8 , 2 ,14 
0f0e , 1 ,15 ,f172 , 1 ,15 ,20c4 , 1 ,15 ,219e , 1 ,15 ,be8d , 2 ,14 ,d690 , 1 ,15 ,9ea9 , 2 ,14 ,f49a , 1 ,15 
f31c , 1 ,15 ,78d0 , 1 ,15 ,6a1a , 1 ,15 ,93d2 , 1 ,15 ,46f8 , 1 ,15 ,7493 , 2 ,14 ,54ba , 2 ,14 ,dbe6 , 1 ,15 
468d , 2 ,14 ,3e7a , 1 ,15 ,beaa , 1 ,15 ,d1d0 , 1 ,15 ,8db0 , 1 ,15 ,88aa , 1 ,15 ,5be9 , 2 ,14 ,d056 , 1 ,15 
2e60 , 1 ,15 ,e80a , 1 ,15 ,961c , 2 ,14 ,862e , 1 ,15 ,2bae , 1 ,15 ,73cc , 1 ,15 ,5814 , 2 ,14 ,0622 , 1 ,15 
827c , 1 ,15 ,20ea , 1 ,15 ,9386 , 1 ,15 ,6de2 , 1 ,15 ,4d9c , 1 ,15 ,ebbc , 1 ,15 ,5278 , 1 ,15 ,6375 , 2 ,14 
967e , 1 ,15 ,d97a , 1 ,15 ,9d26 , 1 ,15 ,5134 , 2 ,14 ,ff94 , 1 ,15 ,375e , 1 ,15 ,b5f8 , 2 ,14 ,7734 , 1 ,15 
42db , 2 ,14 ,39f8 , 1 ,15 ,f162 , 1 ,15 ,4aa4 , 2 ,14 ,464d , 2 ,14 ,ea9c , 1 ,15 ,91eb , 2 ,14 ,a970 , 1 ,15 
52c9 , 2 ,14 ,62f6 , 1 ,15 ,13ec , 1 ,15 ,6620 , 1 ,15 ,3c62 , 1 ,15 ,7140 , 1 ,15 ,a3a0 , 3 ,13 ,d18c , 1 ,15 
6745 , 2 ,14 ,3a50 , 1 ,15 ,651c , 1 ,15 ,fe98 , 1 ,15 ,41cb , 2 ,14 ,4c8e , 1 ,15 ,5900 , 1 ,15 ,e96a , 1 ,15 
2f10 , 1 ,15 ,4d24 , 1 ,15 ,f774 , 1 ,15 ,0952 , 1 ,15 ,1920 , 1 ,15 ,d232 , 1 ,15 ,73ae , 1 ,15 ,423f , 2 ,14 
50cc , 2 ,14 ,c1d6 , 1 ,15 ,8a50 , 1 ,15 ,6b32 , 1 ,15 ,487d , 2 ,14 ,cc8a , 1 ,15 ,44b1 , 3 ,13 ,844e , 2 ,14 
9e72 , 1 ,15 ,5318 , 2 ,14 ,4ed6 , 2 ,14 ,7a14 , 1 ,15 ,7424 , 1 ,15 ,abcb , 2 ,14 ,b488 , 2 ,14 ,31b4 , 1 ,15 
d9cc , 1 ,15 ,94f8 , 2 ,14 ,4208 , 2 ,14 ,d3f0 , 1 ,15 ,d0da , 1 ,15 ,036c , 1 ,15 ,1858 , 1 ,15 ,a642 , 1 ,15 
42f6 , 2 ,14 ,b946 , 1 ,15 ,be80 , 1 ,15 ,bd29 , 3 ,13 ,939e , 1 ,15 ,0a16 , 1 ,15 ,bd6a , 1 ,15 ,e906 , 1 ,15 
f510 , 1 ,15 ,fefe , 1 ,15 ,d5fc , 1 ,15 ,0180 , 1 ,15 ,8e68 , 1 ,15 ,b098 , 1 ,15 ,eba6 , 1 ,15 ,dfcc , 1 ,15 
ffd8 , 1 ,15 ,5544 , 1 ,15 ,5234 , 1 ,15 ,04e2 , 1 ,15 ,6618 , 2 ,14 ,8790 , 2 ,14 ,befb , 2 ,14 ,595e , 1 ,15 
475c , 1 ,15 ,1112 , 1 ,15 ,b3bf , 2 ,14 ,9ac8 , 2 ,14 ,45a8 , 2 ,14 ,1436 , 1 ,15 ,b2f6 , 2 ,14 ,213a , 1 ,15 
5896 , 1 ,15 ,c488 , 1 ,15 ,514e , 1 ,15 ,beb0 , 1 ,15 ,99b8 , 1 ,15 ,64e4 , 1 ,15 ,507a , 1 ,15 ,a0f4 , 1 ,15 
f04e , 1 ,15 ,ddda , 1 ,15 ,100e , 1 ,15 ,1724 , 1 ,15 ,9ea4 , 1 ,15 ,4071 , 2 ,14 ,3058 , 1 ,15 ,c330 , 1 ,15 
954a , 1 ,15 ,8d58 , 1 ,15 ,cbd0 , 1 ,15 ,25a0 , 1 ,15 ,0f22 , 1 ,15 ,3abc , 1 ,15 ,f6d4 , 1 ,15 ,2bf6 , 1 ,15 
01f0 , 1 ,15 ,5301 , 2 ,14 ,726b , 2 ,14 ,a974 , 2 ,14 ,cb68 , 1 ,15 ,2ed2 , 1 ,15 ,fc20 , 1 ,15 ,03ec , 1 ,15 
e720 , 1 ,15 ,36f8 , 1 ,15 ,1b94 , 1 ,15 ,4034 , 2 ,14 ,22fa , 1 ,15 ,7b64 , 1 ,15 ,14aa , 1 ,15 ,0b2e , 1 ,15 
e68c , 1 ,15 ,ea8a , 1 ,15 ,b41e , 1 ,15 ,ed60 , 1 ,15 ,7c0a , 1 ,15 ,f1f8 , 1 ,15 ,eedc , 1 ,15 ,6817 , 2 ,14 
f73c , 1 ,15 ,71b8 , 2 ,14 ,c0ce , 1 ,15 ,860b , 2 ,14 ,8439 , 2 ,14 ,021e , 1 ,15 ,d998 , 1 ,15 ,5de3 , 2 ,14 
519a , 3 ,13 ,0b70 , 1 ,15 ,ac70 , 1 ,15 ,ab1a , 2 ,14 ,f54c , 1 ,15 ,408b , 2 ,14 ,4861 , 3 ,13 ,a7bd , 2 ,14 
7b54 , 2 ,14 ,aae8 , 1 ,15 ,475a , 1 ,15 ,97eb , 2 ,14 ,8ff0 , 1 ,15 ,4afa , 1 ,15 ,af8e , 2 ,14 ,6018 , 1 ,15 
9bab , 2 ,14 ,9c4b , 2 ,14 ,f734 , 1 ,15 ,53e3 , 2 ,14 ,be42 , 3 ,13 ,a6bd , 2 ,14 ,6933 , 2 ,14 ,ad41 , 2 ,14 
53e4 , 2 ,14 ,9868 , 1 ,15 ,9d00 , 1 ,15 ,b514 , 3 ,13 ,9f7a , 2 ,14 ,50d6 , 2 ,14 ,1e76 , 1 ,15 ,c35a , 1 ,15 
1148 , 1 ,15 ,855e , 1 ,15 ,6cd0 , 1 ,15 ,269e , 1 ,15 ,99fa , 1 ,15 ,de0e , 1 ,15 ,d182 , 1 ,15 ,2742 , 1 ,15 
3fb6 , 1 ,15 ,7898 , 1 ,15 ,5777 , 2 ,14 ,47dc , 1 ,15 ,4922 , 1 ,15 ,ba23 , 2 ,14 ,5e18 , 2 ,14 ,afd2 , 1 ,15 
4f20 , 1 ,15 ,8bf0 , 1 ,15 ,acf6 , 2 ,14 ,6e3e , 1 ,15 ,d52c , 1 ,15 ,92d1 , 2 ,14 ,3bb6 , 1 ,15 ,bf7a , 1 ,15 
94e7 , 2 ,14 ,7082 , 2 ,14 ,26b4 , 1 ,15 ,975f , 2 ,14 ,e4d4 , 1 ,15 ,201a , 1 ,15 ,c2fa , 1 ,15 ,8738 , 1 ,15 
4358 , 2 ,14 ,63de , 1 ,15 ,47d6 , 1 ,15 ,928e , 2 ,14 ,4c1c , 1 ,15 ,1b34 , 1 ,15 ,a8be , 1 ,15 ,6286 , 2 ,14 
c8d6 , 1 ,15 ,dd06 , 1 ,15 ,e1a0 , 1 ,15 ,853a , 1 ,15 ,8ee2 , 1 ,15 ,465c , 2 ,14 ,a3b9 , 2 ,14 ,a682 , 1 ,15 
838a , 1 ,15 ,8fec , 1 ,15 ,3eec , 1 ,15 ,acd1 , 2 ,14 ,1674 , 1 ,15 ,e402 , 1 ,15 ,ef28 , 1 ,15 ,da88 , 1 ,15 
f4b8 , 1 ,15 ,5f55 , 2 ,14 ,bf0e , 3 ,13 ,5e29 , 3 ,13 ,8c52 , 1 ,15 ,b120 , 1 ,15 ,61e8 , 2 ,14 ,70f5 , 2 ,14 
ed96 , 1 ,15 ,3888 , 1 ,15 ,934e , 1 ,15 ,42a6 , 2 ,14 ,89a4 , 1 ,15 ,ec38 , 1 ,15 ,0f0c , 1 ,15 ,3ca0 , 1 ,15 
1818 , 1 ,15 ,b88e , 2 ,14 ,db36 , 1 ,15 ,4296 , 2 ,14 ,78d4 , 1 ,15 ,ed0c , 1 ,15 ,a6dc , 1 ,15 ,a756 , 2 ,14 
bcc7 , 3 ,13 ,d01c , 1 ,15 ,5e00 , 1 ,15 ,089a , 1 ,15 ,b6c8 , 1 ,15 ,5737 , 3 ,13 ,8f28 , 1 ,15 ,b383 , 2 ,14 
1108 , 1 ,15 ,af46 , 1 ,15 ,73fd , 3 ,13 ,afa5 , 3 ,13 ,0680 , 1 ,15 ,a843 , 2 ,14 ,52c3 , 2 ,14 ,b174 , 1 ,15 
4af0 , 2 ,14 ,7568 , 1 ,15 ,3e94 , 1 ,15 ,84af , 2 ,14 ,4e98 , 1 ,15 ,4da2 , 1 ,15 ,bed8 , 1 ,15 ,bf51 , 3 ,13 
64e4 , 2 ,14 ,4ce3 , 2 ,14 ,e218 , 1 ,15 ,3334 , 1 ,15 ,960e , 1 ,15 ,b512 , 1 ,15 ,271c , 1 ,15 ,49bb , 2 ,14 
4086 , 1 ,15 ,7c80 , 1 ,15 ,b6b6 , 2 ,14 ,db50 , 1 ,15 ,ad92 , 1 ,15 ,2492 , 1 ,15 ,44e4 , 2 ,14 ,f174 , 1 ,15 
9418 , 2 ,14 ,b5cf , 2 ,14 ,14da , 1 ,15 ,480a , 1 ,15 ,424b , 2 ,14 ,533d , 2 ,14 ,e10a , 1 ,15 ,f1a8 , 1 ,15 
25a0 , 1 ,15 ,7ae2 , 2 ,14 ,acbe , 1 ,15 ,4994 , 2 ,14 ,da30 , 1 ,15 ,33ce , 1 ,15 ,e1a6 , 1 ,15 ,20da , 1 ,15 
1e7c , 1 ,15 ,b1d8 , 1 ,15 ,e634 , 1 ,15 ,f4c4 , 1 ,15 ,99d6 , 2 ,14 ,0ebe , 1 ,15 ,6b0d , 2 ,14 ,2818 , 1 ,15 
abaa , 1 ,15 ,ecfe , 1 ,15 ,4504 , 2 ,14 ,d144 , 1 ,15 ,cff8 , 1 ,15 ,f62a , 1 ,15 ,907c , 2 ,14 ,ea76 , 1 ,15 
38aa , 1 ,15 ,06c8 , 1 ,15 ,773a , 1 ,15 ,bf42 , 3 ,13 ,588a , 1 ,15 ,cb18 , 1 ,15 ,a0fc , 2 ,14 ,987a , 1 ,15 
ba0a , 1 ,15 ,1e4e , 1 ,15 ,4a80 , 2 ,14 ,6224 , 1 ,15 ,05b8 , 1 ,15 ,164e , 1 ,15 ,bcd2 , 1 ,15 ,4278 , 1 ,15 
5186 , 3 ,13 ,f470 , 1 ,15 ,f688 , 1 ,15 ,6bb8 , 1 ,15 ,211e , 1 ,15 ,8184 , 1 ,15 ,1e92 , 1 ,15 ,892e , 1 ,15 
518e , 1 ,15 ,f16e , 1 ,15 ,2460 , 1 ,15 ,b089 , 2 ,14 ,2f1c , 1 ,15 ,91c6 , 1 ,15 ,f006 , 1 ,15 ,79da , 1 ,15 
2ed0 , 1 ,15 ,fe64 , 1 ,15 ,3aa4 , 1 ,15 ,6620 , 1 ,15 ,de8e , 1 ,15 ,c356 , 1 ,15 ,2016 , 1 ,15 ,aee0 , 1 ,15 
5a99 , 2 ,14 ,e438 , 1 ,15 ,a943 , 3 ,13 ,060e , 1 ,15 ,3182 , 1 ,15 ,96b2 , 1 ,15 ,e2fe , 1 ,15 ,f6ae , 1 ,15 
95e9 , 2 ,14 ,5269 , 2 ,14 ,0ab8 , 1 ,15 ,70fa , 1 ,15 ,a78f , 2 ,14 ,1e12 , 1 ,15 ,29b4 , 1 ,15 ,c860 , 1 ,15 
d2ea , 1 ,15 ,c546 , 1 ,15 ,b240 , 1 ,15 ,92d0 , 2 ,14 ,3d66 , 1 ,15 ,1052 , 1 ,15 ,6c6c , 1 ,15 ,98ab , 2 ,14 
94df , 2 ,14 ,2102 , 1 ,15 ,1d00 , 1 ,15 ,24a2 , 1 ,15 ,b3fd , 2 ,14 ,b742 , 2 ,14 ,ea1a , 1 ,15 ,595a , 2 ,14 
fd9e , 1 ,15 ,46ba , 1 ,15 ,14c6 , 1 ,15 ,7cf8 , 1 ,15 ,baa8 , 1 ,15 ,9969 , 2 ,14 ,977a , 1 ,15 ,09ca , 1 ,15 
